question,answer,educationLevel,gender,hispanicOrLatino,incomeLevel,lgbtq,livingSituation,occupation,pet,politicalAffiliation,race,religion,school,state
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Slightly Liberal,White,Christianity,Virginia Polytechnic Institute (Virginia Tech),Illinois
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Moderate,White,Christianity,"Pennsylvania State University, University Park",Michigan
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes, Dog",Slightly Conservative,White,Christianity,University at Buffalo SUNY,Colorado
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Texas A&M University,Wyoming
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),"Yes,Dog",Very Conservative,White,Christianity,Brandeis University,New Jersey
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Moderate,White,Not Religious,"Pennsylvania State University, University Park",Alabama
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Liberal,White,Hinduism,"Ohio State University, Columbus",Tennessee
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Dog",Slightly Liberal,Black or African American,Other,"University of Washington, Seattle",New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Very Liberal,Black or African American,Christianity,New Jersey Institute of Technology (NJIT),Florida
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Conservative,White,Christianity,"University of Oklahoma, Norman",California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,No Pets,Very Conservative,Black or African American,Christianity,"University of California, Irvine",California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Conservative,White,Christianity,University of Delaware,Ohio
What social media app do you doom scroll on the most?,Facebook,Bachelor's Degree,Female,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,Black or African American,Christianity,"University of California, Irvine",Texas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Cat",Moderate,White,Christianity,University of Houston,Texas
What social media app do you doom scroll on the most?,Instagram,Bachelor's Degree,Male,Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,Black or African American,Christianity,"University of California, Riverside (UCR)",Florida
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Slightly Conservative,White,Christianity,University of Kansas,Texas
What social media app do you doom scroll on the most?,Other,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,Black or African American,Christianity,Michigan State University,Arizona
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Liberal,White,Other,"University of California, San Diego (UCSD)",California
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Very Liberal,Black or African American,Not Religious,Duke University,Massachusetts
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),"Yes, Dog",Slightly Liberal,White,Christianity,University of Texas at Austin,Illinois
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Christianity,University of Pittsburgh,Arkansas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Moderate,White,Christianity,"Pennsylvania State University, University Park",Texas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Slightly Liberal,Asian,Christianity,"University of Washington, Seattle",Arkansas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Not Religious,University of Southern California,California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Moderate,Other,Not Religious,Boston College,Michigan
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Conservative,White,Christianity,University of Georgia,Washington
What social media app do you doom scroll on the most?,Other,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Christianity,Vanderbilt University,Oregon
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Hispanic,"$100,000 - $200,000",Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Oregon State University,Michigan
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes,Dog",Slightly Conservative,White,Christianity,North Carolina State University,California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes, Dog",Moderate,White,Christianity,University of Michigan,New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,No Pets,Very Conservative,Alaska Native,Christianity,"University of Washington, Seattle",Florida
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Illinois Institute of Technology,Georgia
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,Black or African American,Not Religious,Stanford University,Florida
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Employed (Full Time),"Yes, Dog",Moderate,White,Christianity,"University of Washington, Seattle",New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,Indiana University Bloomington,Missouri
What social media app do you doom scroll on the most?,Other,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes, Dog",Slightly Liberal,White,Christianity,Michigan State University,Florida
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),"Yes,Dog",Slightly Conservative,White,Christianity,Santa Clara University,California
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Very Liberal,White,Not Religious,Harvard University,Arizona
What social media app do you doom scroll on the most?,Instagram,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Not Religious,Cornell University,Florida
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Moderate,White,Not Religious,University of Pennsylvania,New Jersey
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Liberal,White,Christianity,Dartmouth College,Pennsylvania
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes,Dog",Moderate,White,Other,University of Georgia,Pennsylvania
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Male,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Conservative,White,Christianity,"Rutgers - The State University of New Jersey, New Brunswick",Michigan
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Slightly Conservative,White,Christianity,University of Connecticut,North Carolina
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Dog",Slightly Liberal,Asian,Christianity,University of Texas Dallas,Mississippi
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$50,000 - $100,000",Lgbtqia+,Dorm Resident,Student,"Yes,Dog",Slightly Conservative,White,Other,San Diego State University,Oklahoma
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Moderate,White,Hinduism,University of South Florida,Texas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Employed (Full Time),"Yes,Dog",Slightly Conservative,White,Christianity,University of Pittsburgh,Washington
What social media app do you doom scroll on the most?,TikTok,High School,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,Yes. Both,Slightly Conservative,Black or African American,Christianity,New Jersey Institute of Technology (NJIT),Missouri
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Dorm Resident,Employed (Full Time),"Yes,Dog",Very Liberal,White,Hinduism,"Rutgers - The State University of New Jersey, Newark",Michigan
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Slightly Liberal,White,Judaism,"Ohio State University, Columbus",Mississippi
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Dorm Resident,Student,No Pets,Moderate,Black or African American,Other,University of Wisconsin-Madison,Oregon
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Homeowner,Student,"Yes,Dog",Slightly Liberal,White,Christianity,Georgia Institute of Technology (Georgia Tech),Arkansas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Dog",Very Liberal,White,Other,North Carolina State University,Florida
What social media app do you doom scroll on the most?,Facebook,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Lessee,Student,"Yes, Cat",Slightly Conservative,White,Christianity,Northeastern University,New Hampshire
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Homeowner,Student,Yes. Both,Moderate,White,Christianity,"Pennsylvania State University, University Park",Ohio
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Hispanic,"More Than $200,000",Lgbtqia+,Lessee,Student,"Yes, Dog",Moderate,White,Christianity,Virginia Polytechnic Institute (Virginia Tech),New Mexico
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Very Liberal,White,Christianity,Lehigh University,New Jersey
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Dorm Resident,Student,Yes. Both,Moderate,White,Christianity,Princeton University,Ohio
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"Less Than $25,000",Not Lgbtqia+,Lessee,Employed (Full Time),No Pets,Very Conservative,White,Not Religious,University of Connecticut,Illinois
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Student,"Yes,Dog",Slightly Liberal,White,Christianity,Northwestern University,New Jersey
What social media app do you doom scroll on the most?,Twitter,Bachelor's Degree,Female,Not Hispanic,"$100,000 - $200,000",Not Lgbtqia+,Living W/ Parents,Student,No Pets,Slightly Conservative,White,Christianity,Carnegie Mellon University,Texas
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Male,Not Hispanic,"More Than $200,000",Not Lgbtqia+,Living W/ Parents,Student,"Yes, Dog",Slightly Conservative,Other,Not Religious,Boston University,New York
What social media app do you doom scroll on the most?,TikTok,Bachelor's Degree,Female,Not Hispanic,"$50,000 - $100,000",Not Lgbtqia+,Lessee,Student,No Pets,Slightly Conservative,White,Not Religious,Columbia University,Indiana
